Sale_Price,Neighborhood,Gr_Liv_Area,Year_Built,Central_Air,Full_Bath,Half_Bath,Lot_Shape
475000,Old_Town,3608,1892,Y,2,1,Moderately_Irregular
93500,Old_Town,1248,1920,N,2,0,Regular
125000,Old_Town,960,1958,Y,1,0,Regular
119900,Old_Town,1118,1939,Y,1,0,Regular
110500,Old_Town,1103,1925,Y,1,0,Regular
220000,Old_Town,2486,1962,Y,2,0,Irregular
117000,Old_Town,1635,1910,Y,1,0,Regular
52500,Old_Town,693,1941,N,1,0,Slightly_Irregular
125000,Edwards,1032,1935,N,1,0,Regular
146000,Edwards,1350,1954,Y,1,1,Regular
128000,Edwards,1150,1942,N,1,0,Regular
225000,Edwards,2008,1948,Y,3,0,Regular
274970,Edwards,2201,1966,Y,2,0,Slightly_Irregular
235000,Edwards,2009,1928,Y,2,0,Regular
415000,Edwards,3672,1935,Y,3,1,Regular
182000,Edwards,1560,1962,Y,2,0,Slightly_Irregular
135000,Edwards,1488,1952,Y,1,0,Regular
137000,Edwards,1057,1955,Y,1,0,Regular
136900,Edwards,1855,1954,Y,2,0,Regular
149900,Edwards,1609,1953,Y,1,1,Regular
123500,Edwards,1148,1952,Y,1,0,Slightly_Irregular
93000,Edwards,1124,1954,Y,1,0,Regular
91500,Edwards,1456,1948,Y,1,0,Regular
229800,College_Creek,1876,2005,Y,2,1,Moderately_Irregular
183600,College_Creek,1208,2005,Y,2,0,Slightly_Irregular
194000,College_Creek,1220,2006,Y,2,0,Regular
193879,College_Creek,1294,2006,Y,2,0,Regular
221500,College_Creek,1614,2005,Y,2,0,Slightly_Irregular
204900,College_Creek,1498,2006,Y,2,0,Slightly_Irregular
239799,College_Creek,1962,2006,Y,2,1,Regular
233555,College_Creek,1846,2006,Y,2,0,Regular
260000,College_Creek,1734,2005,Y,2,0,Regular
294900,College_Creek,1590,2005,Y,2,1,Regular
209700,College_Creek,1809,2005,Y,2,1,Slightly_Irregular
225000,College_Creek,1614,2005,Y,2,0,Regular
181000,College_Creek,1596,2005,Y,2,1,Slightly_Irregular
148000,College_Creek,914,1996,Y,1,0,Slightly_Irregular
145000,College_Creek,1100,1996,Y,1,1,Regular
187000,College_Creek,1499,1995,Y,2,1,Slightly_Irregular
193000,College_Creek,1425,1998,Y,2,0,Slightly_Irregular
156000,College_Creek,990,1995,Y,1,0,Moderately_Irregular
235000,College_Creek,1525,2000,Y,2,0,Regular
217000,College_Creek,1494,1997,Y,2,0,Slightly_Irregular
214000,College_Creek,1588,1999,Y,2,0,Slightly_Irregular
196000,College_Creek,1749,1999,Y,2,1,Slightly_Irregular
217000,College_Creek,1779,1999,Y,2,1,Slightly_Irregular
200000,College_Creek,1861,2002,Y,2,1,Slightly_Irregular
192500,College_Creek,1776,2002,Y,2,1,Slightly_Irregular
205000,College_Creek,1541,2001,Y,2,0,Slightly_Irregular
132500,College_Creek,954,1976,Y,1,0,Slightly_Irregular
157500,College_Creek,1388,1977,Y,1,1,Slightly_Irregular
174000,College_Creek,1282,1978,Y,2,0,Slightly_Irregular
128500,College_Creek,971,1969,Y,1,1,Slightly_Irregular
128500,College_Creek,864,1972,Y,1,0,Slightly_Irregular
149900,College_Creek,894,1972,Y,1,0,Regular
119900,College_Creek,864,1972,Y,1,0,Regular
255000,College_Creek,1989,2002,Y,2,1,Regular
222000,College_Creek,1762,2002,Y,2,1,Slightly_Irregular
214000,College_Creek,1755,1999,Y,2,1,Moderately_Irregular
220000,College_Creek,1358,2002,Y,1,1,Regular
275000,College_Creek,1787,2001,Y,2,0,Moderately_Irregular
197000,College_Creek,1909,2002,Y,2,1,Regular
230000,College_Creek,1654,2002,Y,2,0,Regular
268500,College_Creek,2214,1999,Y,2,1,Slightly_Irregular
210900,College_Creek,2049,1996,Y,2,1,Moderately_Irregular
227000,College_Creek,1939,1998,Y,2,1,Slightly_Irregular
237000,College_Creek,1995,1995,Y,2,1,Regular
274300,College_Creek,2097,1998,Y,2,1,Regular
216837,College_Creek,1836,2004,Y,2,0,Regular
133000,College_Creek,848,2003,Y,1,0,Regular
155900,College_Creek,848,2004,Y,1,0,Regular
233230,College_Creek,1919,2006,Y,2,1,Regular
207000,College_Creek,1390,2003,Y,2,0,Regular
195000,College_Creek,1948,2004,Y,2,1,Moderately_Irregular
200000,College_Creek,1700,2003,Y,2,0,Regular
203160,College_Creek,1737,2006,Y,2,1,Slightly_Irregular
195800,College_Creek,1611,2005,Y,2,1,Regular
212900,College_Creek,1552,2005,Y,2,0,Regular
196500,College_Creek,1720,2004,Y,2,1,Slightly_Irregular
198000,College_Creek,1336,2005,Y,2,0,Regular
173900,College_Creek,1500,2005,Y,2,1,Regular
163990,College_Creek,1456,2005,Y,2,1,Regular
164990,College_Creek,1310,2005,Y,2,0,Slightly_Irregular
98000,Edwards,1436,1910,Y,2,0,Regular
149900,Edwards,1466,1959,Y,1,1,Regular
102000,Edwards,1220,1951,Y,1,0,Regular
127500,Edwards,1012,1975,Y,2,0,Slightly_Irregular
127500,Edwards,980,1975,Y,2,0,Slightly_Irregular
119900,Edwards,1176,1969,Y,1,0,Regular
196500,Edwards,1724,2003,Y,2,1,Regular
117250,Edwards,914,2002,Y,1,0,Regular
229000,Edwards,2314,2003,Y,2,1,Slightly_Irregular
145000,Edwards,1072,2005,Y,1,0,Regular
140000,Edwards,1072,2005,Y,2,0,Regular
142500,Edwards,1072,2005,Y,1,0,Regular
134000,Edwards,1709,2004,Y,2,0,Regular
130000,Edwards,1709,2004,Y,2,0,Regular
130000,Edwards,1709,2004,Y,2,0,Regular
137500,Edwards,1709,2004,Y,2,0,Regular
130000,Edwards,1708,2004,Y,2,0,Regular
97900,Edwards,936,1948,Y,1,0,Regular
92000,Edwards,1338,1915,Y,2,0,Regular
107000,Edwards,1669,1924,N,1,1,Regular
81000,Edwards,1184,1910,Y,1,0,Regular
104900,Edwards,1221,1924,Y,1,0,Regular
115000,Edwards,864,1955,Y,1,0,Regular
125000,Edwards,1482,1954,Y,2,0,Slightly_Irregular
116000,Edwards,1250,1918,Y,1,1,Regular
83000,Edwards,1414,1922,N,1,0,Regular
35000,Edwards,498,1922,N,1,0,Regular
121000,Edwards,1273,1910,N,1,0,Regular
